-64,0.0161221,06/06/2021 17:46:53
-64,0.679073,06/06/2021 17:46:53
-64,0.8874133,06/06/2021 17:46:54
-65,1.0222057,06/06/2021 17:46:55
-65,0.948935,06/06/2021 17:46:56
-65,2.7659332,06/06/2021 17:46:59
-65,2.1649919,06/06/2021 17:47:01
-66,0.1960892,06/06/2021 17:47:01
-65,0.8226419,06/06/2021 17:47:02
-65,1.034997,06/06/2021 17:47:03
-64,0.9553987,06/06/2021 17:47:04
-62,0.9825741,06/06/2021 17:47:05
-63,0.9868432,06/06/2021 17:47:06
-62,1.0539092,06/06/2021 17:47:07
-60,1.4139575,06/06/2021 17:47:09
-62,0.4731128,06/06/2021 17:47:09
-64,1.472006,06/06/2021 17:47:11
-65,0.6544661,06/06/2021 17:47:11
-66,0.8256074,06/06/2021 17:47:12
