-64,0.0020839,06/06/2021 16:42:07
-64,0.9553894,06/06/2021 16:42:08
-63,1.0071078,06/06/2021 16:42:09
-63,0.9645721,06/06/2021 16:42:10
-62,0.9696869,06/06/2021 16:42:11
-57,0.9657751,06/06/2021 16:42:12
-57,0.9926972,06/06/2021 16:42:13
-66,0.9648714,06/06/2021 16:42:14
-60,0.9717775,06/06/2021 16:42:15
-65,0.9619534,06/06/2021 16:42:16
-60,0.963488,06/06/2021 16:42:17
-60,0.9654712,06/06/2021 16:42:18
-60,0.9697433,06/06/2021 16:42:19
-61,0.9571315,06/06/2021 16:42:20
-61,0.9638325,06/06/2021 16:42:21
-63,0.9639702,06/06/2021 16:42:22
-63,0.9420143,06/06/2021 16:42:23
-59,0.9529817,06/06/2021 16:42:24
-58,0.9585689,06/06/2021 16:42:25
-59,0.9610771,06/06/2021 16:42:26
-60,0.9537452,06/06/2021 16:42:27
-70,0.9765255,06/06/2021 16:42:28
-73,0.9627396,06/06/2021 16:42:29
-73,0.9797643,06/06/2021 16:42:30
-72,0.9739423,06/06/2021 16:42:31
-74,0.9628487,06/06/2021 16:42:32
-75,0.9601079,06/06/2021 16:42:33
-75,0.9709789,06/06/2021 16:42:34
-74,0.9608707,06/06/2021 16:42:35
-74,0.977336,06/06/2021 16:42:36
