-60,0.0276469,06/06/2021 16:48:18
-59,0.9163808,06/06/2021 16:48:19
-60,0.9678307,06/06/2021 16:48:20
-60,0.9855286,06/06/2021 16:48:21
-60,0.9798541,06/06/2021 16:48:22
-59,0.9873599,06/06/2021 16:48:23
-64,0.9645973,06/06/2021 16:48:24
-75,0.9622968,06/06/2021 16:48:25
-65,0.9581237,06/06/2021 16:48:26
-65,0.9695976,06/06/2021 16:48:27
-67,0.9575526,06/06/2021 16:48:28
-67,0.98471,06/06/2021 16:48:29
-66,0.955986,06/06/2021 16:48:30
-58,0.9621107,06/06/2021 16:48:31
-66,0.963175,06/06/2021 16:48:32
-70,0.9420718,06/06/2021 16:48:33
-63,0.9539985,06/06/2021 16:48:34
-63,0.9283463,06/06/2021 16:48:35
