-54,0.0019905,07/06/2021 17:48:04
-58,0.9680815,07/06/2021 17:48:05
-55,1.008226,07/06/2021 17:48:06
-71,0.9350454,07/06/2021 17:48:07
-73,0.9797194,07/06/2021 17:48:08
-73,0.9641538,07/06/2021 17:48:09
-62,0.9548103,07/06/2021 17:48:10
-67,0.9584782,07/06/2021 17:48:11
-58,0.9561641,07/06/2021 17:48:12
-53,0.9660864,07/06/2021 17:48:13
-52,0.9941383,07/06/2021 17:48:14
-52,0.9864847,07/06/2021 17:48:15
-53,0.9879431,07/06/2021 17:48:16
-51,0.9837624,07/06/2021 17:48:17
-50,0.9947206,07/06/2021 17:48:18
-50,0.980214,07/06/2021 17:48:19
-54,0.9883938,07/06/2021 17:48:20
-63,0.9864578,07/06/2021 17:48:21
-65,0.9852911,07/06/2021 17:48:22
-87,0.9961553,07/06/2021 17:48:23
-81,0.9917798,07/06/2021 17:48:24
-92,16.1940925,07/06/2021 17:48:40
-92,46.3377944,07/06/2021 17:49:26
77,0.0001857,07/06/2021 17:49:26
66,0.0002159,07/06/2021 17:49:26
-91,0.0001645,07/06/2021 17:49:26
