-61,0.062012,06/06/2021 16:40:04
-63,0.6325701,06/06/2021 16:40:05
-67,0.936585,06/06/2021 16:40:05
-66,0.9854525,06/06/2021 16:40:06
-60,0.9826364,06/06/2021 16:40:07
-57,0.9886693,06/06/2021 16:40:08
-53,0.9598209,06/06/2021 16:40:09
-57,0.9693974,06/06/2021 16:40:10
-64,0.9698829,06/06/2021 16:40:11
-55,0.9622318,06/06/2021 16:40:12
-54,0.9668161,06/06/2021 16:40:13
-54,0.9625209,06/06/2021 16:40:14
-54,0.9611423,06/06/2021 16:40:15
-53,0.9656379,06/06/2021 16:40:16
-54,0.9629798,06/06/2021 16:40:17
-54,0.9688262,06/06/2021 16:40:18
-55,0.9642013,06/06/2021 16:40:19
-55,0.9605045,06/06/2021 16:40:20
-55,0.9365719,06/06/2021 16:40:21
-55,0.962895,06/06/2021 16:40:22
-55,0.9595334,06/06/2021 16:40:23
-55,0.959346,06/06/2021 16:40:24
-55,0.9644514,06/06/2021 16:40:25
-55,0.9587516,06/06/2021 16:40:26
-56,0.9586963,06/06/2021 16:40:27
-58,0.9658571,06/06/2021 16:40:28
-58,0.9561924,06/06/2021 16:40:29
-68,0.9680184,06/06/2021 16:40:30
-63,0.9762535,06/06/2021 16:40:31
-66,0.9608938,06/06/2021 16:40:32
-61,0.9595064,06/06/2021 16:40:33
-61,0.9479336,06/06/2021 16:40:34
-60,0.9518259,06/06/2021 16:40:35
-60,0.9677398,06/06/2021 16:40:36
-59,0.9687723,06/06/2021 16:40:37
-59,0.9532083,06/06/2021 16:40:38
-59,0.9632122,06/06/2021 16:40:39
-60,0.9629992,06/06/2021 16:40:40
-60,0.9521398,06/06/2021 16:40:41
-59,0.9621867,06/06/2021 16:40:42
-59,0.9620345,06/06/2021 16:40:43
-57,0.9619328,06/06/2021 16:40:44
-58,0.9736101,06/06/2021 16:40:45
-74,0.9552576,06/06/2021 16:40:46
-69,0.9761874,06/06/2021 16:40:47
-69,0.9549824,06/06/2021 16:40:48
-73,0.9735271,06/06/2021 16:40:49
-68,0.957984,06/06/2021 16:40:50
-57,0.9603311,06/06/2021 16:40:51
-58,0.9612933,06/06/2021 16:40:52
-59,0.9745909,06/06/2021 16:40:53
-78,1.1272841,06/06/2021 16:40:55
-93,0.7865327,06/06/2021 16:40:55
-92,1.0405577,06/06/2021 16:40:57
-91,0.9441565,06/06/2021 16:40:58
-97,0.9587951,06/06/2021 16:40:59
-86,0.9224255,06/06/2021 16:40:59
-89,0.9594396,06/06/2021 16:41:00
-89,0.952314,06/06/2021 16:41:01
-91,0.9568157,06/06/2021 16:41:03
-91,0.9244007,06/06/2021 16:41:03
-92,0.9478811,06/06/2021 16:41:05
-90,0.9291474,06/06/2021 16:41:05
-92,0.961129,06/06/2021 16:41:06
-92,0.9418305,06/06/2021 16:41:07
-92,0.9393594,06/06/2021 16:41:08
-91,0.9552344,06/06/2021 16:41:10
-91,0.9109737,06/06/2021 16:41:10
-91,0.9467852,06/06/2021 16:41:11
-91,0.940173,06/06/2021 16:41:12
-90,0.9783701,06/06/2021 16:41:13
-92,0.9531376,06/06/2021 16:41:14
-90,0.9736009,06/06/2021 16:41:15
-92,0.9564263,06/06/2021 16:41:16
-90,0.9546252,06/06/2021 16:41:17
-94,0.9526546,06/06/2021 16:41:18
-91,0.9583161,06/06/2021 16:41:19
