-83,0.0187039,07/06/2021 17:50:50
-73,0.9345413,07/06/2021 17:50:50
-52,0.9725269,07/06/2021 17:50:51
-59,0.9913089,07/06/2021 17:50:52
-67,0.9769259,07/06/2021 17:50:53
-62,0.9902093,07/06/2021 17:50:54
-59,0.949081,07/06/2021 17:50:55
-60,0.9713346,07/06/2021 17:50:56
-60,0.9680406,07/06/2021 17:50:57
-56,0.9612174,07/06/2021 17:50:58
-65,0.9860233,07/06/2021 17:50:59
-59,1.0165337,07/06/2021 17:51:00
-58,0.9421371,07/06/2021 17:51:01
-57,0.9893072,07/06/2021 17:51:02
-60,0.978711,07/06/2021 17:51:03
-56,0.9957429,07/06/2021 17:51:04
-58,0.9797362,07/06/2021 17:51:05
-53,0.9501529,07/06/2021 17:51:06
-55,0.9848225,07/06/2021 17:51:07
-72,0.9806894,07/06/2021 17:51:08
-69,0.9837589,07/06/2021 17:51:09
-64,0.9834055,07/06/2021 17:51:10
-63,0.981434,07/06/2021 17:51:11
-56,0.9794425,07/06/2021 17:51:12
-57,0.9797922,07/06/2021 17:51:13
-58,0.989477,07/06/2021 17:51:14
-60,0.985766,07/06/2021 17:51:15
-59,0.9656744,07/06/2021 17:51:16
-58,0.9871484,07/06/2021 17:51:17
-64,0.9643944,07/06/2021 17:51:18
-67,0.9821939,07/06/2021 17:51:19
-63,0.9846415,07/06/2021 17:51:20
-67,0.9848978,07/06/2021 17:51:21
-65,0.9931788,07/06/2021 17:51:22
-71,0.9856538,07/06/2021 17:51:23
-69,0.9838693,07/06/2021 17:51:24
-65,0.9833781,07/06/2021 17:51:25
-71,0.9796028,07/06/2021 17:51:26
-54,0.9884255,07/06/2021 17:51:27
-61,0.9871677,07/06/2021 17:51:28
-58,0.9844666,07/06/2021 17:51:29
-62,0.9884481,07/06/2021 17:51:30
-76,0.9864349,07/06/2021 17:51:31
