-51,0.0136432,07/06/2021 17:41:53
-49,0.9216895,07/06/2021 17:41:54
-52,1.0058409,07/06/2021 17:41:55
-55,0.9632851,07/06/2021 17:41:56
-54,1.0278456,07/06/2021 17:41:57
-52,0.9376639,07/06/2021 17:41:58
-56,0.9814682,07/06/2021 17:41:59
-55,0.9909686,07/06/2021 17:42:00
-52,0.9763497,07/06/2021 17:42:01
-53,0.9864827,07/06/2021 17:42:02
-54,0.9880115,07/06/2021 17:42:03
-53,0.989022,07/06/2021 17:42:04
-54,0.9920457,07/06/2021 17:42:05
-53,0.9912259,07/06/2021 17:42:06
-50,0.9954185,07/06/2021 17:42:07
-66,0.9870395,07/06/2021 17:42:08
-74,1.0756769,07/06/2021 17:42:09
-58,0.8943748,07/06/2021 17:42:10
-91,7.0522273,07/06/2021 17:42:17
