-57,0.0016159,06/06/2021 16:46:38
-58,0.974307,06/06/2021 16:46:39
-58,0.9857392,06/06/2021 16:46:40
-58,1.0000148,06/06/2021 16:46:41
-58,0.9734108,06/06/2021 16:46:42
-58,0.9916099,06/06/2021 16:46:43
-58,0.9838976,06/06/2021 16:46:44
-58,0.9810428,06/06/2021 16:46:45
-58,0.982935,06/06/2021 16:46:46
-58,0.9915363,06/06/2021 16:46:47
-58,0.9858811,06/06/2021 16:46:48
-61,0.9841465,06/06/2021 16:46:49
-68,0.9938456,06/06/2021 16:46:50
-74,0.9855783,06/06/2021 16:46:51
-68,0.9826649,06/06/2021 16:46:52
-78,1.0864884,06/06/2021 16:46:53
-88,1.0508398,06/06/2021 16:46:54
-91,1.3821938,06/06/2021 16:46:55
-92,0.5224062,06/06/2021 16:46:56
-87,0.9313641,06/06/2021 16:46:57
-90,1.0117184,06/06/2021 16:46:58
-91,0.9171016,06/06/2021 16:46:59
-89,0.9718164,06/06/2021 16:47:00
-86,0.9774943,06/06/2021 16:47:01
-86,0.985491,06/06/2021 16:47:02
-88,0.9719244,06/06/2021 16:47:03
-88,0.9773516,06/06/2021 16:47:04
-89,0.9783477,06/06/2021 16:47:05
-89,0.9781168,06/06/2021 16:47:06
-89,0.9880147,06/06/2021 16:47:07
-88,0.9826034,06/06/2021 16:47:08
-89,0.9849859,06/06/2021 16:47:09
-88,0.9819043,06/06/2021 16:47:10
-88,0.9580972,06/06/2021 16:47:11
-88,0.988968,06/06/2021 16:47:12
-87,0.9867653,06/06/2021 16:47:13
-89,0.9854156,06/06/2021 16:47:14
-88,0.9841249,06/06/2021 16:47:15
-88,0.9860454,06/06/2021 16:47:16
-93,3.8255909,06/06/2021 16:47:20
